id,S148,S150
58559,False,False
58560,False,False
58561,False,False
58562,False,False
58563,False,False
58564,False,False
58565,False,False
58566,False,False
58567,False,False
58568,False,False
58569,False,False
58570,False,False
58571,False,False
58572,False,False
58573,False,False
58574,False,False
58575,False,False
58576,False,False
58577,False,False
58578,False,False
58579,False,False
58580,False,False
58581,False,False
58582,False,False
58583,False,False
58584,False,False
58585,False,False
58586,False,False
58587,False,False
58588,False,False
58589,False,False
58590,False,False
58591,False,False
58592,False,False
58593,False,False
58594,False,False
58595,False,False
58596,False,False
58597,False,False
58598,False,False
58599,False,False
58600,False,False
58601,False,False
58602,False,False
58603,False,False
58604,True,False
58605,False,False
58606,False,False
58607,False,False
58608,False,False
58609,False,False
58610,False,False
58611,False,False
58612,False,False
58613,False,False
58614,False,False
58615,False,False
58616,False,False
58617,False,False
58618,False,False
58619,False,False
58620,False,False
58621,False,False
58622,False,False
58623,False,False
58624,False,False
58625,False,False
58626,False,False
58627,False,False
58628,False,False
58629,False,False
58630,False,False
58631,False,False
58632,False,False
58633,False,False
58634,False,False
58635,False,False
58636,False,False
58637,False,False
58638,False,False
58639,False,False
58640,False,False
58641,False,False
58642,False,False
58643,False,False
58644,False,False
58645,False,False
58646,False,False
58647,False,False
58648,False,False
58649,False,False
58650,False,False
58651,False,False
58652,False,False
58653,False,False
58654,False,False
58655,False,False
58656,False,False
58657,False,False
58658,False,False
58659,False,False
58660,False,False
58661,False,False
58662,False,False
58663,False,False
58664,False,False
58665,False,False
58666,False,False
58667,False,False
58668,False,False
58669,False,False
58670,False,False
58671,False,False
58672,False,False
58673,False,False
58674,False,False
58675,False,False
58676,False,False
58677,False,False
58678,False,False
58679,False,False
58680,False,False
58681,False,False
58682,False,False
58683,False,False
58684,False,False
58685,False,False
58686,False,False
58687,False,False
58688,False,False
58689,False,False
58690,False,False
58691,False,False
58692,False,False
58693,False,False
58694,False,False
58695,False,False
58696,False,False
58697,False,False
58698,False,False
58699,False,False
58700,False,False
58701,False,False
58702,False,False
58703,False,False
58704,False,False
58705,False,False
58706,False,False
58707,False,False
58708,False,False
58709,False,False
58710,False,False
58711,False,False
58712,False,False
58713,False,False
58714,False,False
58715,False,False
58716,False,False
58717,False,False
58718,False,False
58719,False,False
58720,False,False
58721,False,False
58722,False,False
58723,False,False
58724,False,False
58725,False,False
58726,False,False
58727,False,False
58728,False,False
58729,False,False
58730,False,False
58731,False,False
58732,False,False
58733,False,False
58734,False,False
58735,False,False
58736,False,False
58737,False,False
58738,False,False
58739,False,False
58740,False,False
58741,False,False
58742,False,False
58743,False,False
58744,False,False
58745,False,False
58746,False,False
58747,False,False
58748,False,False
58749,False,False
58750,False,False
58751,False,False
58752,False,False
58753,False,False
58754,True,True
58755,True,True
58756,False,False
58757,False,False
58758,False,False
58759,False,False
58760,False,False
58761,False,False
58762,False,False
58763,False,False
58764,False,False
58765,False,False
58766,False,False
58767,False,False
58768,False,False
58769,False,False
58770,False,False
58771,False,False
58772,False,False
58773,False,False
58774,False,False
58775,False,False
58776,False,False
58777,False,False
58778,False,False
58779,False,False
58780,False,False
58781,False,False
58782,False,False
58783,False,False
58784,False,False
58785,False,False
58786,False,False
58787,False,False
58788,False,False
58789,False,False
58790,False,False
58791,False,False
58792,False,False
58793,False,False
58794,False,False
58795,False,False
58796,False,False
58797,False,False
58798,False,False
58799,False,False
58800,False,False
58801,False,False
58802,False,False
58803,False,False
58804,False,False
58805,False,False
58806,False,False
58807,False,False
58808,False,False
58809,False,False
58810,False,False
58811,False,False
58812,False,False
58813,False,False
58814,False,False
58815,False,False
58816,False,False
58817,False,False
58818,False,False
58819,False,False
58820,False,False
58821,False,False
58822,False,False
58823,False,False
58824,False,False
58825,False,False
58826,False,False
58827,False,False
58828,False,False
58829,False,False
58830,False,False
58831,False,False
58832,False,False
58833,False,False
58834,False,False
58835,False,False
58836,True,True
58837,True,False
58838,False,False
58839,False,False
58840,False,False
58841,False,False
58842,False,False
58843,False,False
58844,False,False
58845,False,False
58846,False,False
58847,False,False
58848,False,False
58849,False,False
58850,False,False
58851,False,False
58852,False,False
58853,False,False
58854,False,False
58855,False,False
58856,False,False
58857,False,False
58858,False,False
58859,False,False
58860,False,False
58861,False,False
58862,False,False
58863,False,False
58864,False,False
58865,False,False
58866,False,False
58867,False,False
58868,False,False
58869,False,False
58870,False,False
58871,False,False
58872,False,False
58873,False,False
58874,False,False
58875,False,False
58876,False,False
58877,False,False
58878,False,False
58879,False,False
58880,False,False
58881,False,False
58882,False,False
58883,False,False
58884,False,False
58885,False,False
58886,False,False
58887,False,False
58888,False,False
58889,False,False
58890,False,False
58891,False,False
58892,False,False
58893,False,False
58894,False,False
58895,False,False
58896,False,False
58897,False,False
58898,False,False
58899,False,False
58900,False,False
58901,False,False
58902,False,False
58903,False,False
58904,False,False
58905,False,False
58906,False,False
58907,False,False
58908,False,False
58909,False,False
58910,False,False
58911,False,False
58912,False,False
58913,False,False
58914,True,True
58915,True,True
58916,False,False
58917,False,False
58918,False,False
58919,False,False
58920,False,False
58921,False,False
58922,False,False
58923,False,False
58924,False,False
58925,False,False
58926,False,False
58927,False,False
58928,False,False
58929,False,False
58930,False,False
58931,False,False
58932,False,False
58933,False,False
58934,False,False
58935,False,False
58936,False,False
58937,False,False
58938,False,False
58939,False,False
58940,False,False
58941,False,False
58942,False,False
58943,False,False
58944,False,False
58945,False,False
58946,False,False
58947,False,False
58948,False,False
58949,False,False
58950,False,False
58951,False,False
58952,False,False
58953,False,False
58954,False,False
58955,False,False
58956,False,False
58957,False,False
58958,False,False
58959,False,False
58960,False,False
58961,False,False
58962,False,False
58963,False,False
58964,False,False
58965,False,False
58966,False,False
58967,False,False
58968,False,False
58969,False,False
58970,False,False
58971,False,False
58972,False,False
58973,False,False
58974,False,False
58975,False,False
58976,False,False
58977,False,False
58978,False,False
58979,False,False
58980,False,False
58981,False,False
58982,False,False
58983,False,False
58984,False,False
58985,False,False
58986,False,False
58987,False,False
58988,False,False
58989,False,False
58990,False,False
58991,False,False
58992,True,True
58993,True,True
58994,False,False
58995,False,False
58996,False,False
58997,False,False
58998,False,False
58999,False,False
59000,False,False
59001,False,False
59002,False,False
59003,False,False
59004,False,False
59005,False,False
59006,False,False
59007,False,False
59008,False,False
59009,False,False
59010,False,False
59011,False,False
59012,False,False
59013,False,False
59014,False,False
59015,False,False
59016,False,False
59017,False,False
59018,False,False
59019,False,False
59020,False,False
59021,False,False
59022,False,False
59023,False,False
59024,False,False
59025,False,False
59026,False,False
59027,False,False
59028,False,False
59029,False,False
59030,False,False
59031,False,False
59032,False,False
59033,False,False
59034,False,False
59035,False,False
59036,False,False
59037,False,False
59038,False,False
59039,False,False
59040,False,False
59041,False,False
59042,False,False
59043,False,False
59044,False,False
59045,False,False
59046,False,False
59047,False,False
59048,False,False
59049,False,False
59050,False,False
59051,False,False
59052,False,False
59053,False,False
59054,False,False
59055,False,False
59056,False,False
59057,False,False
59058,False,False
59059,False,False
59060,False,False
59061,False,False
59062,False,False
59063,False,False
59064,False,False
59065,False,False
59066,False,False
59067,False,False
59068,False,False
59069,False,False
59070,False,False
59071,False,False
59072,False,False
59073,False,False
59074,False,False
59075,False,False
59076,False,False
59077,False,False
59078,False,False
59079,False,False
59080,False,False
59081,False,False
59082,False,False
59083,False,False
59084,False,False
59085,False,False
59086,False,False
59087,False,False
59088,False,False
59089,False,False
59090,False,False
59091,False,False
59092,False,False
59093,False,False
59094,False,False
59095,False,False
59096,False,False
59097,False,False
59098,False,False
59099,False,False
59100,False,False
59101,False,False
59102,False,False
59103,False,False
59104,False,False
59105,False,False
59106,False,False
59107,False,False
59108,False,False
59109,False,False
59110,False,False
59111,False,False
59112,False,False
59113,False,False
59114,False,False
59115,False,False
59116,False,False
59117,False,False
59118,False,False
59119,False,False
59120,False,False
59121,False,False
59122,False,False
59123,False,False
59124,False,False
59125,False,False
59126,False,False
59127,False,False
59128,False,False
59129,False,False
59130,False,False
59131,False,False
59132,False,False
59133,False,False
59134,False,False
59135,False,False
59136,False,False
59137,False,False
59138,False,False
59139,False,False
59140,False,False
59141,False,False
59142,False,False
59143,False,False
59144,False,False
59145,False,False
59146,False,False
59147,False,False
59148,False,False
59149,False,False
59150,False,False
59151,False,False
59152,False,False
59153,False,False
59154,False,False
59155,False,False
59156,False,False
59157,False,False
59158,False,False
59159,False,False
59160,False,False
59161,False,False
59162,False,False
59163,False,False
59164,False,False
59165,False,False
59166,False,False
59167,False,False
59168,False,False
59169,False,False
59170,False,False
59171,False,False
59172,False,False
59173,False,False
59174,False,False
59175,False,False
59176,False,False
59177,False,False
59178,False,False
59179,False,False
59180,False,False
59181,False,False
59182,False,False
59183,False,False
59184,False,False
59185,False,False
59186,False,False
59187,False,False
59188,False,False
59189,False,False
59190,False,False
59191,False,False
59192,False,False
59193,False,False
59194,False,False
59195,False,False
59196,False,False
59197,False,False
59198,False,False
59199,False,False
59200,False,False
59201,False,False
59202,False,False
59203,False,False
59204,False,False
59205,False,False
59206,False,False
59207,False,False
59208,False,False
59209,False,False
59210,False,False
59211,False,False
59212,False,False
59213,False,False
59214,False,False
59215,False,False
59216,False,False
59217,False,False
59218,False,False
59219,False,False
59220,False,False
59221,False,False
59222,False,False
59223,False,False
59224,False,False
59225,False,False
59226,False,False
59227,False,False
59228,False,False
59229,False,False
59230,False,False
59231,False,False
59232,False,False
59233,False,False
59234,False,False
59235,False,False
59236,False,False
59237,False,False
59238,False,False
59239,False,False
59240,False,False
59241,False,False
59242,False,False
59243,False,False
59244,False,False
59245,False,False
59246,False,False
59247,False,False
59248,False,False
59249,False,False
59250,False,False
59251,False,False
59252,False,False
59253,False,False
59254,False,False
59255,False,False
59256,False,False
59257,False,False
59258,False,False
59259,False,False
59260,False,False
59261,False,False
59262,False,False
59263,False,False
59264,False,False
59265,False,False
59266,False,False
59267,False,False
59268,False,False
59269,False,False
59270,False,False
59271,False,False
59272,False,False
59273,False,False
59274,False,False
59275,False,False
59276,False,False
59277,False,False
59278,False,False
59279,False,False
59280,False,False
59281,False,False
59282,False,False
59283,False,False
59284,False,False
59285,False,False
59286,False,False
59287,False,False
59288,False,False
59289,False,False
59290,False,False
59291,False,False
59292,False,False
59293,False,False
59294,False,False
59295,False,False
59296,False,False
59297,False,False
59298,False,False
59299,False,False
59300,False,False
59301,False,False
59302,False,False
59303,False,False
59304,False,False
59305,False,False
59306,False,False
59307,False,False
59308,False,False
59309,False,False
59310,False,False
59311,False,False
59312,False,False
59313,False,False
59314,False,False
59315,True,False
59316,False,False
59317,False,False
59318,False,False
59319,False,False
59320,False,False
59321,False,False
59322,False,False
59323,False,False
59324,False,False
59325,False,False
59326,False,False
59327,False,False
59328,False,False
59329,False,False
59330,False,False
59331,False,False
59332,False,False
59333,False,False
59334,False,False
59335,False,False
59336,False,False
59337,False,False
59338,False,False
59339,False,False
59340,False,False
59341,False,False
59342,False,False
59343,False,False
59344,False,False
59345,False,False
59346,False,False
59347,False,False
59348,False,False
59349,False,False
59350,False,False
59351,False,False
59352,False,False
59353,False,False
59354,False,False
59355,False,False
59356,False,False
59357,False,False
59358,False,False
59359,False,False
59360,False,False
59361,False,False
59362,False,False
59363,False,False
59364,False,False
59365,False,False
59366,False,False
59367,False,False
59368,False,False
59369,False,False
59370,False,False
59371,False,False
59372,False,False
59373,False,False
59374,False,False
59375,False,False
59376,False,False
59377,False,False
59378,False,False
59379,False,False
59380,False,False
59381,False,False
59382,False,False
59383,False,False
59384,False,False
59385,False,False
59386,False,False
59387,False,False
59388,False,False
59389,False,False
59390,False,False
59391,False,False
59392,False,False
59393,False,False
59394,False,False
59395,False,False
59396,False,False
59397,False,False
59398,False,False
59399,False,False
59400,False,False
59401,False,False
59402,False,False
59403,False,False
59404,False,False
59405,False,False
59406,False,False
59407,False,False
59408,False,False
59409,False,False
59410,False,False
59411,False,False
59412,False,False
59413,False,False
59414,False,False
59415,False,False
59416,False,False
59417,False,False
59418,False,False
59419,False,False
59420,False,False
59421,False,False
59422,False,False
59423,False,False
59424,False,False
59425,False,False
59426,False,False
59427,False,False
59428,False,False
59429,False,False
59430,False,False
59431,False,False
59432,False,False
59433,False,False
59434,False,False
59435,False,False
59436,False,False
59437,False,False
59438,False,False
59439,False,False
59440,False,False
59441,False,False
59442,False,False
59443,False,False
59444,False,False
59445,False,False
59446,False,False
59447,False,False
59448,False,False
59449,False,False
59450,False,False
59451,False,False
59452,False,False
59453,False,False
59454,False,False
59455,False,False
59456,False,False
59457,False,False
59458,False,False
59459,False,False
59460,False,False
59461,False,False
59462,False,False
59463,False,False
59464,False,False
59465,False,False
59466,False,False
59467,False,False
59468,False,False
59469,False,False
59470,False,False
59471,False,False
59472,False,False
59473,False,False
59474,False,False
59475,False,False
59476,False,False
59477,False,False
59478,False,False
59479,False,False
59480,False,False
59481,False,False
59482,False,False
59483,False,False
59484,False,False
59485,False,False
59486,False,False
59487,False,False
59488,False,False
59489,False,False
59490,False,False
59491,False,False
59492,False,False
59493,False,False
59494,False,False
59495,False,False
59496,False,False
59497,False,False
59498,False,False
59499,False,False
59500,False,False
59501,False,False
59502,False,False
59503,False,False
59504,False,False
59505,False,False
59506,False,False
59507,False,False
59508,False,False
59509,False,False
59510,False,False
59511,False,False
59512,False,False
59513,False,False
59514,False,False
59515,False,False
59516,False,False
59517,False,False
59518,False,False
59519,False,False
59520,False,False
59521,False,False
59522,False,False
59523,False,False
59524,False,False
59525,False,False
59526,False,False
59527,False,False
59528,False,False
59529,False,False
59530,False,False
59531,False,False
59532,False,False
59533,False,False
59534,False,False
59535,False,False
59536,False,False
59537,False,False
59538,False,False
59539,False,False
59540,False,False
59541,False,False
59542,False,False
59543,False,False
59544,False,False
59545,False,False
59546,False,False
59547,False,False
59548,False,False
59549,False,False
59550,False,False
59551,False,False
59552,False,False
59553,False,False
59554,False,False
59555,False,False
59556,False,False
59557,False,False
59558,False,False
59559,False,False
59560,False,False
59561,False,False
59562,False,False
59563,False,False
59564,False,False
59565,False,False
59566,False,False
59567,False,False
59568,False,False
59569,False,False
59570,False,False
59571,False,False
59572,False,False
59573,False,False
59574,False,False
59575,False,False
59576,False,False
59577,False,False
59578,False,False
59579,False,False
59580,False,False
59581,False,False
59582,False,False
59583,False,False
59584,False,False
59585,False,False
59586,False,False
59587,False,False
59588,False,False
59589,False,False
59590,False,False
59591,False,False
59592,False,False
59593,False,False
59594,False,False
59595,False,False
59596,False,False
59597,False,False
59598,False,False
59599,False,False
59600,False,False
59601,False,False
59602,False,False
59603,False,False
59604,False,False
59605,False,False
59606,False,False
59607,False,False
59608,False,False
59609,False,False
59610,False,False
59611,False,False
59612,False,False
59613,False,False
59614,False,False
59615,False,False
59616,False,False
59617,False,False
59618,False,False
59619,False,False
59620,False,False
59621,False,False
59622,False,False
59623,False,False
59624,False,False
59625,False,False
59626,False,False
59627,False,False
59628,False,False
59629,False,False
59630,False,False
59631,False,False
59632,False,False
59633,False,False
59634,False,False
59635,False,False
59636,False,False
59637,False,False
59638,False,False
59639,False,False
59640,False,False
59641,False,False
59642,False,False
59643,False,False
59644,False,False
59645,False,False
59646,False,False
59647,False,False
59648,False,False
59649,False,False
59650,False,False
59651,False,False
59652,False,False
59653,False,False
59654,False,False
59655,False,False
59656,False,False
59657,False,False
59658,False,False
59659,False,False
59660,False,False
59661,False,False
59662,False,False
59663,False,False
59664,False,False
59665,False,False
59666,False,False
59667,False,False
59668,False,False
59669,False,False
59670,False,True
59671,False,False
59672,False,False
59673,False,False
59674,False,False
59675,False,False
59676,False,False
59677,False,False
59678,False,False
59679,False,False
59680,False,False
59681,False,False
59682,False,False
59683,False,False
59684,False,False
59685,False,False
59686,False,False
59687,False,False
59688,False,False
59689,False,False
59690,False,False
59691,False,False
59692,False,False
59693,False,False
59694,False,False
59695,False,False
59696,False,False
59697,False,False
59698,False,False
59699,False,False
59700,False,False
59701,False,False
59702,False,False
59703,False,False
59704,False,False
59705,False,False
59706,False,False
59707,False,False
59708,False,False
59709,False,False
59710,False,False
59711,False,False
59712,False,False
59713,False,False
59714,False,False
59715,False,False
59716,False,False
59717,False,False
59718,False,False
59719,False,False
59720,False,False
59721,False,False
59722,False,False
59723,False,False
59724,False,False
59725,False,False
59726,False,False
59727,False,False
59728,False,False
59729,False,False
59730,False,False
59731,False,False
59732,False,False
59733,False,False
59734,False,False
59735,False,False
59736,False,False
59737,False,False
59738,False,False
59739,False,False
59740,False,False
59741,False,False
59742,False,False
59743,False,False
59744,False,False
59745,False,False
59746,False,False
59747,False,False
59748,False,False
59749,False,False
59750,False,False
59751,False,False
59752,False,False
59753,False,False
59754,False,False
59755,False,False
59756,False,False
59757,False,False
59758,False,False
59759,False,False
59760,False,False
59761,False,False
59762,False,False
59763,False,False
59764,False,False
59765,False,False
59766,False,False
59767,False,False
59768,False,False
59769,False,False
59770,False,False
59771,False,False
59772,False,False
59773,False,False
59774,False,False
59775,False,False
59776,False,False
59777,False,False
59778,False,False
59779,False,False
59780,False,False
59781,False,False
59782,False,False
59783,False,False
59784,False,False
59785,False,False
59786,False,False
59787,False,False
59788,False,False
59789,False,False
59790,False,False
59791,False,False
59792,False,False
59793,False,False
59794,False,False
59795,False,False
59796,False,False
59797,False,False
59798,False,False
59799,False,False
59800,False,False
59801,False,False
59802,False,False
59803,False,False
59804,False,False
59805,False,False
59806,False,False
59807,False,False
59808,False,False
59809,False,False
59810,False,False
59811,False,False
59812,False,False
59813,False,False
59814,False,False
59815,False,False
59816,False,False
59817,False,False
59818,False,False
59819,False,False
59820,False,False
59821,False,False
59822,False,False
59823,False,False
59824,False,False
59825,False,False
59826,False,False
59827,False,False
59828,False,False
59829,False,False
59830,False,False
59831,False,False
59832,False,False
59833,False,False
59834,False,False
59835,False,False
59836,False,False
59837,False,False
59838,False,False
59839,False,False
59840,False,False
59841,False,False
59842,False,True
59843,False,False
59844,False,False
59845,False,False
59846,False,False
59847,False,False
59848,False,False
59849,False,False
59850,False,False
59851,False,False
59852,False,False
59853,False,False
59854,False,False
59855,False,False
59856,False,False
59857,False,False
59858,False,False
59859,False,False
59860,False,False
59861,False,False
59862,False,False
59863,False,False
59864,False,False
59865,False,False
59866,False,False
59867,False,False
59868,False,False
59869,False,False
59870,False,False
59871,False,False
59872,False,False
59873,False,False
59874,False,False
59875,False,False
59876,False,False
59877,False,False
59878,False,False
59879,False,False
59880,False,False
59881,False,False
59882,False,False
59883,False,False
59884,False,False
59885,False,False
59886,False,False
59887,False,False
59888,False,False
59889,False,False
59890,False,False
59891,False,False
59892,False,False
59893,False,False
59894,False,False
59895,False,False
59896,False,False
59897,False,False
59898,False,False
59899,False,False
59900,False,False
59901,False,False
59902,False,False
59903,False,False
59904,False,False
59905,False,False
59906,False,False
59907,False,False
59908,False,False
59909,False,False
59910,False,False
59911,False,False
59912,False,False
59913,False,False
59914,False,False
59915,False,False
59916,False,False
59917,False,False
59918,False,False
59919,False,False
59920,False,False
59921,False,False
59922,False,False
59923,False,False
59924,False,False
59925,False,False
59926,False,False
59927,False,False
59928,False,False
59929,False,False
59930,False,False
59931,False,False
59932,False,False
59933,False,False
59934,False,False
59935,False,False
59936,False,False
59937,False,False
59938,False,False
59939,False,False
59940,False,False
59941,False,False
59942,False,False
59943,False,False
59944,False,False
59945,False,False
59946,False,False
59947,False,False
59948,False,False
59949,False,False
59950,False,False
59951,False,False
59952,False,False
59953,False,False
59954,False,False
59955,False,False
59956,False,False
59957,False,False
59958,False,False
59959,False,False
59960,False,False
59961,False,False
59962,False,False
59963,False,False
59964,False,False
59965,False,False
59966,False,False
59967,False,False
59968,False,False
59969,False,False
59970,False,False
59971,False,False
59972,False,False
59973,False,False
59974,False,False
59975,False,False
59976,False,False
59977,False,False
59978,False,False
59979,False,False
59980,False,False
59981,False,False
59982,False,False
59983,False,False
59984,False,False
59985,False,False
59986,True,False
59987,True,False
59988,False,False
59989,False,False
59990,False,False
59991,False,False
59992,False,False
59993,False,False
59994,False,False
59995,False,False
59996,False,False
59997,False,False
59998,False,False
59999,False,False
60000,False,False
60001,False,False
60002,False,False
60003,False,False
60004,False,False
60005,False,False
60006,False,False
60007,False,False
60008,False,False
60009,False,False
60010,True,False
60011,False,False
60012,False,False
60013,False,False
60014,False,False
60015,False,False
60016,False,False
60017,False,False
60018,False,False
60019,False,False
60020,False,False
60021,False,False
60022,False,False
60023,False,False
60024,False,False
60025,False,False
60026,False,False
60027,False,False
60028,False,False
60029,False,False
60030,False,False
60031,False,False
60032,False,False
60033,False,False
60034,False,False
60035,False,False
60036,False,False
60037,False,True
60038,False,False
60039,False,False
60040,False,False
60041,False,False
60042,False,False
60043,False,False
60044,False,False
60045,False,False
60046,False,True
60047,False,False
60048,False,False
60049,False,True
60050,False,False
60051,False,False
60052,False,False
60053,False,False
60054,False,False
60055,False,False
60056,False,False
60057,False,False
60058,False,False
60059,False,False
60060,False,False
60061,False,False
60062,False,False
60063,False,False
60064,False,False
60065,False,False
60066,False,False
60067,False,False
60068,False,False
60069,False,False
60070,False,False
60071,False,False
60072,False,False
60073,False,False
60074,False,False
60075,False,False
60076,False,False
60077,False,False
60078,True,True
60079,True,False
60080,False,False
60081,False,False
60082,False,False
60083,False,False
60084,False,False
60085,False,False
60086,False,False
60087,False,False
60088,False,False
60089,True,False
60090,False,False
60091,False,False
60092,False,False
60093,False,False
60094,False,False
60095,False,False
60096,False,False
60097,False,False
60098,False,False
60099,False,False
60100,False,False
60101,False,False
60102,False,False
60103,False,False
60104,False,False
60105,False,False
60106,False,False
60107,False,False
60108,False,False
60109,False,False
60110,False,False
60111,False,False
60112,False,False
60113,False,False
60114,False,False
60115,False,False
60116,False,False
60117,False,False
60118,False,False
60119,False,False
60120,False,False
60121,False,False
60122,False,False
60123,True,False
60124,False,False
60125,True,False
60126,False,False
60127,False,False
60128,False,False
60129,False,False
60130,False,False
60131,False,False
60132,False,False
60133,False,False
60134,False,False
60135,False,False
60136,False,False
60137,False,False
60138,False,False
60139,False,False
60140,False,False
60141,False,False
60142,False,False
60143,False,False
60144,False,False
60145,False,False
60146,False,False
60147,False,False
60148,False,False
60149,False,False
60150,False,False
60151,False,False
60152,False,False
60153,False,False
60154,False,False
60155,False,False
60156,False,False
60157,False,False
60158,False,False
60159,False,False
60160,False,False
60161,False,False
60162,False,False
60163,False,False
60164,False,False
60165,False,False
60166,False,False
60167,False,False
60168,False,False
60169,False,False
60170,False,False
60171,False,False
60172,False,False
60173,False,False
60174,False,False
60175,False,False
60176,False,False
60177,False,False
60178,False,False
60179,False,False
60180,False,False
60181,False,False
60182,False,False
60183,False,False
60184,False,False
60185,False,False
60186,False,False
60187,False,False
60188,False,False
60189,False,False
60190,False,False
60191,False,False
60192,False,False
60193,False,False
60194,False,False
60195,False,False
60196,False,False
60197,False,False
60198,False,False
60199,False,False
60200,False,False
60201,False,False
60202,False,False
60203,False,False
60204,False,False
60205,False,False
60206,False,False
60207,False,False
60208,False,False
60209,False,False
60210,False,False
60211,False,False
60212,False,False
60213,False,False
60214,False,False
60215,False,False
60216,True,False
60217,False,False
60218,False,False
60219,False,False
60220,False,False
60221,True,False
60222,True,False
60223,True,False
60224,False,False
60225,False,False
60226,False,False
60227,False,False
60228,False,False
60229,False,False
60230,False,False
60231,False,False
60232,False,False
60233,False,False
60234,False,False
60235,False,False
60236,False,False
60237,False,False
60238,False,False
60239,False,False
60240,False,False
60241,False,False
60242,False,False
60243,False,False
60244,False,False
60245,False,False
60246,False,False
60247,False,False
60248,False,False
60249,False,False
60250,False,False
60251,False,False
60252,False,False
60253,False,False
60254,False,False
60255,False,False
60256,False,False
60257,False,False
60258,False,False
60259,False,False
60260,False,False
60261,False,False
60262,False,False
60263,False,False
60264,False,False
60265,False,False
60266,False,False
60267,False,False
60268,False,False
60269,False,False
60270,False,False
60271,False,False
60272,False,False
60273,False,False
60274,False,False
60275,False,False
60276,False,False
60277,False,False
60278,False,False
60279,False,False
60280,False,False
60281,False,False
60282,False,False
60283,False,False
60284,False,False
60285,False,False
60286,False,False
60287,False,False
60288,False,False
60289,False,False
60290,False,False
60291,False,False
60292,False,False
60293,False,False
60294,False,False
60295,False,False
60296,False,False
60297,False,False
60298,False,False
60299,False,False
60300,False,False
60301,False,False
60302,False,False
60303,False,False
60304,False,False
60305,False,False
60306,False,False
60307,False,False
60308,False,False
60309,False,False
60310,False,False
60311,False,False
60312,False,False
60313,False,False
60314,False,False
60315,False,False
60316,False,False
60317,False,False
60318,False,False
60319,False,False
60320,False,False
60321,False,False
60322,False,False
60323,False,False
60324,False,False
60325,False,False
60326,False,False
60327,False,False
60328,False,False
60329,False,False
60330,False,False
60331,False,False
60332,False,False
60333,False,False
60334,False,False
60335,False,False
60336,False,False
60337,False,False
60338,False,False
60339,False,False
60340,False,False
60341,False,False
60342,False,False
60343,False,False
60344,False,False
60345,False,False
60346,False,False
60347,False,False
60348,False,False
60349,False,False
60350,False,False
60351,False,False
60352,False,False
60353,False,False
60354,False,False
60355,False,False
60356,False,False
60357,False,False
60358,False,False
60359,False,False
60360,False,False
60361,False,False
60362,False,False
60363,False,False
60364,False,False
60365,False,False
60366,False,False
60367,False,False
60368,False,False
60369,False,False
60370,False,False
60371,False,False
60372,False,False
60373,False,False
60374,False,False
60375,False,False
60376,False,False
60377,False,False
60378,False,False
60379,False,False
60380,False,False
60381,False,False
60382,False,False
60383,False,False
60384,False,False
60385,False,False
60386,False,False
60387,False,False
60388,False,False
60389,False,False
60390,False,False
60391,False,False
60392,False,False
60393,False,False
60394,False,False
60395,False,False
60396,False,False
60397,False,False
60398,False,False
60399,False,False
60400,False,False
60401,False,False
60402,False,False
60403,False,False
60404,False,False
60405,False,False
60406,False,False
60407,False,False
60408,False,False
60409,False,False
60410,False,False
60411,False,False
60412,False,False
60413,False,False
60414,False,False
60415,False,False
60416,False,False
60417,False,False
60418,False,False
60419,False,False
60420,False,False
60421,False,False
60422,False,False
60423,False,False
60424,False,False
60425,False,False
60426,False,False
60427,False,False
60428,False,False
60429,False,False
60430,False,False
60431,False,False
60432,False,False
60433,False,False
60434,False,False
60435,False,False
60436,False,False
60437,False,False
60438,False,False
60439,False,False
60440,False,False
60441,False,False
60442,False,False
60443,False,False
60444,False,False
60445,False,False
60446,False,False
60447,False,False
60448,False,False
60449,False,False
60450,False,False
60451,False,False
60452,False,False
60453,False,False
60454,False,False
60455,False,False
60456,False,False
60457,False,False
60458,False,False
60459,False,False
60460,False,False
60461,False,False
60462,False,False
60463,False,False
60464,False,False
60465,False,False
60466,False,False
60467,False,False
60468,False,False
60469,False,False
60470,False,False
60471,False,False
60472,False,False
60473,False,False
60474,False,False
60475,False,False
60476,False,False
60477,False,False
60478,False,False
60479,False,False
60480,False,False
60481,False,False
60482,False,False
60483,False,False
60484,False,False
60485,False,False
60486,False,False
60487,False,False
60488,False,False
60489,False,False
60490,False,False
60491,False,False
60492,False,False
60493,False,False
60494,False,False
60495,False,False
60496,False,False
60497,False,False
60498,False,False
60499,False,False
60500,False,False
60501,False,False
60502,False,False
60503,False,False
60504,False,False
60505,False,False
60506,False,False
60507,False,False
60508,False,False
60509,False,False
60510,False,False
60511,False,False
60512,False,False
60513,False,False
60514,False,False
60515,False,False
60516,False,False
60517,False,False
60518,False,False
60519,False,False
60520,False,False
60521,False,False
60522,False,False
60523,False,False
60524,False,False
60525,False,False
60526,False,False
60527,False,False
60528,False,False
60529,False,True
60530,False,False
60531,False,False
60532,False,False
60533,False,False
60534,False,False
60535,False,False
60536,False,False
60537,False,False
60538,False,False
60539,False,False
60540,False,False
60541,False,False
60542,False,False
60543,False,False
60544,False,False
60545,False,False
60546,False,False
60547,False,False
60548,False,False
60549,False,False
60550,False,False
60551,False,False
60552,False,False
60553,False,False
60554,False,False
60555,False,False
60556,False,False
